{{{0, 0, 0, 1}, {0, 1, 0, -1}, {1, 0, 0, 0}}, 1, 8.754887502163468}
{{{1, 0, -1, 1}, {0, 0, 1, -1}, {-1, 0, 1, -1}}, 250, 33.87430298092722}
{{{0, 1, -1, 1}, {1, -1, 1, 0}, {1, -1, 1, 1}}, 251, 48.52932501298081}
{{{-1, -1, 1, -1}, {0, 1, 1, 0}, {-1, 1, -1, 1}}, 252, 48.77089993316697}
{{{-1, -1, 1, 1}, {0, -1, 1, -1}, {1, -1, 1, 0}}, 253, 48.77089993316697}
{{{1, -1, -1, 1}, {1, -1, 1, -1}, {1, 1, 1, 0}}, 254, 55.667496885406734}
{{{-1, -1, 1, 1}, {0, -1, 1, 1}, {0, -1, 1, 0}}, 255, 43.16125945873016}
{{{-1, -1, -1, 1}, {0, -1, 0, 1}, {1, 0, 0, 0}}, 256, 27.019550008653873}
{{{1, -1, 1, 1}, {-1, 1, -1, 0}, {1, -1, 1, 1}}, 257, 55.42592196522057}
{{{1, 1, -1, -1}, {-1, 1, -1, 1}, {1, -1, 0, 1}}, 258, 55.42592196522057}
{{{1, 0, -1, 1}, {0, -1, 1, -1}, {-1, -1, 1, 1}}, 259, 48.77089993316697}
{{{1, 1, 1, 1}, {-1, 1, 0, -1}, {1, 1, -1, 0}}, 260, 47.62565290544032}
{{{0, 1, -1, 1}, {0, 1, 1, 0}, {0, 1, -1, 0}}, 261, 31.87430298092721}
{{{-1, 1, -1, 1}, {-1, 0, 0, 1}, {-1, 1, -1, 0}}, 262, 39.87430298092722}
{{{-1, 1, -1, 1}, {-1, 1, 0, 1}, {-1, 1, -1, -1}}, 263, 55.667496885406734}
{{{-1, -1, 1, 1}, {1, -1, 1, 0}, {1, -1, 1, 1}}, 264, 55.42592196522057}
{{{0, -1, -1, 1}, {1, -1, 1, -1}, {1, 1, 1, 0}}, 265, 48.77089993316697}
{{{1, 1, 1, -1}, {1, 0, 0, 0}, {0, 1, -1, 0}}, 266, 27.019550008653873}
{{{0, 1, -1, -1}, {1, -1, 1, 0}, {-1, 1, -1, 0}}, 267, 41.019550008653866}
{{{1, 0, 0, 1}, {-1, 1, 0, 1}, {1, -1, -1, 1}}, 268, 40.4063719565667}
{{{1, 1, -1, -1}, {0, 1, 0, -1}, {-1, -1, 1, 0}}, 269, 41.26112492884004}
{{{-1, 0, 1, 0}, {1, -1, 1, -1}, {1, -1, -1, 0}}, 270, 40.4063719565667}
{{{1, -1, 1, 0}, {0, 1, 1, -1}, {1, -1, 1, 1}}, 271, 48.52932501298081}
{{{0, 1, 1, -1}, {0, -1, 0, 1}, {1, -1, 0, -1}}, 272, 35.774437510817336}
{{{0, 1, -1, 1}, {1, -1, 1, 0}, {1, -1, 1, -1}}, 273, 48.52932501298081}
{{{0, 0, 1, 1}, {0, 1, -1, -1}, {1, -1, 1, 1}}, 274, 43.16125945873016}
{{{0, 0, 1, 0}, {1, 0, 1, 0}, {0, 1, -1, -1}}, 275, 21.609640474436812}
{{{1, -1, 0, 0}, {0, -1, 0, 1}, {1, 1, 0, 0}}, 276, 20.36452797660028}
{{{-1, 0, -1, 1}, {-1, -1, 0, 1}, {0, 1, -1, 0}}, 277, 33.219280948873624}
{{{1, 1, -1, -1}, {0, 1, -1, 0}, {-1, -1, 1, 0}}, 278, 41.26112492884004}
{{{1, 1, -1, 0}, {1, 1, -1, -1}, {1, -1, 1, 1}}, 279, 55.42592196522057}
{{{0, 0, 0, 1}, {-1, 1, -1, -1}, {1, 0, 0, 0}}, 280, 20.36452797660028}
{{{1, -1, 1, -1}, {-1, 1, -1, 1}, {1, -1, 0, 0}}, 281, 47.916146960893634}
{{{1, 0, -1, 0}, {-1, -1, 1, -1}, {-1, -1, 1, 1}}, 282, 47.916146960893634}
{{{1, 1, -1, 0}, {1, 1, 0, 0}, {-1, -1, 1, 1}}, 283, 39.87430298092722}
{{{1, -1, 1, 0}, {1, 1, -1, 1}, {1, -1, -1, 1}}, 284, 55.42592196522057}
{{{1, 0, 0, 1}, {-1, 1, 1, -1}, {0, -1, 1, 1}}, 285, 41.019550008653866}
{{{1, 0, -1, 0}, {1, -1, 1, -1}, {-1, -1, 1, 1}}, 286, 47.916146960893634}
{{{1, 1, 0, -1}, {-1, 0, 0, 1}, {-1, 1, 1, -1}}, 287, 40.77089993316697}
{{{0, 1, -1, -1}, {-1, 0, 1, 1}, {0, 1, 1, -1}}, 288, 42.62919048309068}
{{{-1, 0, 1, 1}, {-1, 0, 0, 1}, {-1, -1, 0, 1}}, 289, 33.01955000865387}
{{{1, 1, -1, -1}, {-1, 1, 1, 0}, {0, 1, 0, 0}}, 290, 35.26112492884004}
{{{1, 1, 0, -1}, {-1, 1, 1, 0}, {0, 1, -1, 0}}, 291, 33.87430298092722}
{{{0, 1, -1, 1}, {1, -1, 1, -1}, {1, 0, 1, -1}}, 292, 48.77089993316697}
{{{1, 0, 0, 1}, {0, 1, 1, -1}, {0, -1, 1, 1}}, 293, 35.11941547876375}
{{{1, -1, 0, 0}, {0, 1, -1, 0}, {0, -1, 1, 1}}, 294, 27.609640474436812}
{{{1, -1, -1, 1}, {1, 0, 1, -1}, {1, 1, 1, 0}}, 295, 47.38407798525415}
{{{0, 1, -1, 1}, {1, -1, 1, 0}, {0, 0, 1, 1}}, 296, 35.11941547876375}
{{{0, 0, 1, 1}, {1, 1, 1, -1}, {1, 0, -1, 0}}, 297, 34.406371956566694}
{{{0, 1, -1, 1}, {-1, 0, 0, 1}, {-1, 0, 1, 0}}, 298, 26.}
{{{-1, 0, -1, 1}, {0, -1, 0, 1}, {-1, 1, -1, 0}}, 299, 33.219280948873624}
{{{-1, -1, 0, 1}, {1, 0, 0, 0}, {-1, -1, 0, 1}}, 300, 27.974168451037094}
{{{0, 1, 1, 0}, {1, 0, 0, 0}, {0, 1, -1, -1}}, 301, 20.75488750216347}
{{{0, 0, 1, 1}, {-1, 1, -1, -1}, {1, -1, 0, 1}}, 302, 41.019550008653866}
{{{0, 1, -1, 1}, {1, 0, 1, -1}, {-1, -1, 1, 0}}, 303, 40.72905595320056}
{{{1, 0, 0, 0}, {-1, 0, 1, 1}, {0, -1, -1, 1}}, 304, 27.219280948873624}
{{{1, 1, -1, 0}, {1, -1, 1, 1}, {1, 1, 0, -1}}, 305, 47.38407798525415}
{{{-1, 0, 1, 1}, {0, -1, 1, 1}, {-1, -1, 1, 1}}, 306, 48.77089993316697}
{{{0, -1, 1, -1}, {0, 1, -1, 1}, {1, -1, 0, 0}}, 307, 35.11941547876375}
{{{0, -1, 0, 1}, {-1, 1, 1, -1}, {1, 0, -1, 0}}, 308, 33.50977500432693}
{{{-1, -1, 1, 1}, {-1, 1, 0, 0}, {1, -1, 1, 1}}, 309, 47.916146960893634}
{{{0, 0, -1, 1}, {1, -1, 1, 0}, {1, 0, 1, 1}}, 310, 33.87430298092722}
{{{0, 1, -1, 1}, {1, -1, 1, 0}, {0, -1, 1, 1}}, 311, 42.62919048309068}
{{{0, -1, 1, 1}, {1, 0, 0, 0}, {1, 1, -1, 0}}, 312, 26.36452797660028}
{{{-1, 0, 1, -1}, {0, -1, 0, 1}, {1, 1, 0, 0}}, 313, 26.36452797660028}
{{{-1, 1, 1, 1}, {1, 0, 1, -1}, {-1, 1, 1, -1}}, 314, 55.42592196522057}
{{{-1, -1, 1, 1}, {-1, 1, 1, -1}, {1, 0, -1, 1}}, 315, 55.42592196522057}
{{{-1, 0, 1, -1}, {-1, 1, 1, -1}, {-1, 1, 1, -1}}, 316, 55.667496885406734}
{{{0, 1, -1, 1}, {1, 0, 0, 0}, {-1, -1, 1, 0}}, 317, 26.36452797660028}
{{{-1, 0, -1, 1}, {1, 0, 0, 0}, {0, -1, 1, 0}}, 318, 19.509775004326936}
{{{1, 0, -1, 1}, {1, -1, 0, 1}, {1, 0, 0, 0}}, 319, 25.509775004326936}
{{{1, 1, -1, -1}, {1, -1, 1, -1}, {-1, 1, -1, 0}}, 320, 55.667496885406734}
{{{0, 1, -1, -1}, {1, 0, 1, -1}, {-1, 1, 0, -1}}, 321, 40.72905595320056}
{{{1, 1, -1, -1}, {1, -1, 0, -1}, {-1, 1, -1, 0}}, 322, 47.62565290544032}
{{{-1, 0, 1, 0}, {1, 0, 0, -1}, {0, 1, -1, 0}}, 323, 19.509775004326936}
{{{-1, 1, -1, 1}, {-1, 1, -1, 1}, {0, 1, 1, -1}}, 324, 56.81274391313339}
{{{-1, 1, 1, -1}, {1, 0, -1, 1}, {1, -1, -1, 1}}, 325, 55.42592196522057}
{{{0, -1, 1, 1}, {-1, 1, 1, 0}, {1, -1, 1, 1}}, 326, 48.52932501298081}
{{{-1, 1, -1, 1}, {1, -1, 1, 0}, {1, 0, 1, -1}}, 327, 47.38407798525415}
{{{1, 0, -1, 1}, {-1, 0, 1, 1}, {1, -1, -1, 1}}, 328, 47.916146960893634}
{{{-1, 1, 1, -1}, {-1, 1, 0, -1}, {-1, 0, 1, -1}}, 329, 47.38407798525415}
{{{-1, -1, 1, 0}, {0, -1, 1, -1}, {1, -1, 1, 0}}, 330, 41.019550008653866}
{{{1, 0, 1, 0}, {1, 0, 0, 0}, {1, 1, -1, 0}}, 331, 19.019550008653873}
{{{1, 1, -1, 0}, {1, 1, -1, 1}, {1, -1, 1, -1}}, 332, 55.42592196522057}
{{{1, -1, 1, 0}, {1, 0, 0, 0}, {0, 1, -1, 0}}, 333, 20.36452797660028}
{{{-1, -1, 0, 1}, {1, 1, 1, -1}, {1, 0, 0, 0}}, 334, 32.72905595320056}
{{{1, 1, 1, 1}, {-1, 1, 0, -1}, {1, 0, -1, 1}}, 335, 47.38407798525415}
{{{0, 1, -1, 1}, {1, 0, 0, 1}, {-1, 0, 1, -1}}, 336, 33.50977500432693}
{{{1, 0, 0, 1}, {1, 1, 0, 0}, {0, -1, 1, 1}}, 337, 26.36452797660028}
{{{-1, -1, 1, 1}, {-1, 1, 0, -1}, {1, 0, -1, 1}}, 338, 47.38407798525415}
{{{1, 1, -1, -1}, {0, 1, -1, 1}, {-1, -1, 1, -1}}, 339, 56.81274391313339}
{{{1, -1, 0, 1}, {1, 1, 0, -1}, {1, 0, 0, 0}}, 340, 25.87430298092722}
{{{-1, -1, 0, 1}, {1, -1, 1, 1}, {-1, 1, 1, -1}}, 341, 55.42592196522057}
{{{0, -1, 1, 1}, {-1, 1, -1, -1}, {1, 0, 0, 0}}, 342, 33.87430298092722}
{{{1, 1, 1, -1}, {1, 0, 0, 0}, {0, 1, -1, 1}}, 343, 33.87430298092722}
{{{1, -1, 1, 1}, {1, 0, 0, 0}, {1, 1, -1, 0}}, 344, 33.01955000865387}
{{{-1, 1, 1, -1}, {0, 0, 0, 1}, {1, -1, 0, 0}}, 345, 27.509775004326933}
{{{0, 0, -1, 1}, {1, 0, 0, 0}, {-1, -1, 1, -1}}, 346, 27.019550008653873}
{{{-1, -1, 0, 1}, {0, 0, 1, -1}, {-1, 1, 1, -1}}, 347, 41.26112492884004}
{{{-1, 1, 1, -1}, {1, 1, 0, 0}, {-1, 0, 1, 0}}, 348, 33.01955000865387}
{{{1, 1, -1, -1}, {-1, 1, 1, 0}, {-1, 1, 1, 0}}, 349, 47.916146960893634}
{{{-1, 0, -1, 1}, {1, 0, 1, -1}, {1, 0, 1, 0}}, 350, 33.01955000865387}
{{{1, 1, -1, 1}, {1, 0, 0, 0}, {-1, -1, 1, -1}}, 351, 40.529325012980806}
{{{1, 0, 0, 1}, {-1, 0, -1, 1}, {1, -1, -1, 1}}, 352, 40.77089993316697}
{{{1, -1, 1, 0}, {0, 1, 0, -1}, {1, -1, 1, 1}}, 353, 41.019550008653866}
{{{1, 1, -1, -1}, {0, 1, -1, 1}, {1, -1, 1, -1}}, 354, 56.81274391313339}
{{{-1, -1, -1, 1}, {0, 1, -1, -1}, {-1, -1, 0, 1}}, 355, 48.77089993316697}
{{{1, 0, 1, -1}, {0, 1, 0, 1}, {1, 0, 0, 0}}, 356, 19.509775004326936}
{{{-1, -1, 0, 1}, {-1, 1, 0, 0}, {-1, -1, 0, 1}}, 357, 33.87430298092722}
{{{0, 0, 1, 1}, {-1, 1, -1, -1}, {1, -1, -1, 1}}, 358, 49.302968908806456}
{{{0, 1, 1, -1}, {1, -1, -1, 1}, {1, -1, -1, 1}}, 359, 56.81274391313339}
{{{-1, -1, 0, 1}, {1, 0, 1, -1}, {-1, 1, 1, -1}}, 360, 47.62565290544032}
{{{-1, -1, 0, 1}, {1, 0, 0, 1}, {-1, -1, 0, 1}}, 361, 33.87430298092722}
{{{1, -1, 0, 0}, {0, -1, 1, 1}, {1, 1, 0, -1}}, 362, 33.219280948873624}
{{{0, 0, 1, -1}, {0, 0, 0, 1}, {1, 0, 1, 0}}, 363, 14.754887502163468}
{{{-1, 1, -1, 1}, {-1, 1, -1, -1}, {1, 0, -1, 1}}, 364, 55.42592196522057}
{{{1, 0, -1, 1}, {0, -1, 0, 1}, {1, 0, 0, 0}}, 365, 19.509775004326936}
{{{1, 0, 0, 0}, {-1, -1, 0, 1}, {1, 1, 0, 0}}, 366, 19.019550008653873}
{{{1, 1, 1, -1}, {-1, -1, 0, 1}, {1, 0, 0, 0}}, 367, 33.01955000865387}
{{{1, -1, 1, 0}, {0, 1, 0, -1}, {-1, -1, 1, 1}}, 368, 41.019550008653866}
{{{-1, 0, -1, 1}, {0, -1, 1, -1}, {-1, 0, 1, -1}}, 369, 41.019550008653866}
{{{-1, -1, -1, 1}, {-1, 1, -1, 0}, {-1, -1, -1, 1}}, 370, 55.42592196522057}
{{{-1, 0, 0, 0}, {-1, 1, 1, -1}, {-1, 1, 1, -1}}, 371, 40.529325012980806}
{{{-1, 1, -1, 1}, {-1, -1, 0, 1}, {-1, -1, 1, 1}}, 372, 55.667496885406734}
{{{1, 1, -1, 1}, {1, 0, 1, -1}, {-1, 0, 1, 1}}, 373, 47.38407798525415}
{{{-1, 1, -1, 1}, {-1, 1, -1, 0}, {-1, 1, -1, -1}}, 374, 55.42592196522057}
{{{0, 0, -1, 1}, {-1, 0, 0, 1}, {0, 1, 1, 0}}, 375, 20.75488750216347}
{{{-1, 1, -1, -1}, {-1, 1, 0, 0}, {-1, -1, 1, -1}}, 376, 47.916146960893634}
{{{-1, 1, 1, 1}, {1, 0, 1, -1}, {-1, 0, 1, -1}}, 377, 47.38407798525415}
{{{-1, -1, 1, 1}, {0, 1, 0, -1}, {1, 0, 0, 0}}, 378, 27.019550008653873}
{{{0, -1, 1, 1}, {-1, 1, 0, 0}, {1, -1, 1, 1}}, 379, 41.019550008653866}
{{{1, 1, -1, 0}, {0, -1, 1, 1}, {1, 1, 1, -1}}, 380, 48.52932501298081}
{{{0, 1, -1, -1}, {-1, 0, 0, 1}, {-1, 1, 1, -1}}, 381, 41.26112492884004}
{{{1, 0, -1, -1}, {0, -1, 1, -1}, {-1, -1, 1, 1}}, 382, 48.77089993316697}
{{{1, 0, 0, 1}, {0, 1, 1, -1}, {1, 1, -1, -1}}, 383, 41.26112492884004}
{{{-1, 1, 0, -1}, {-1, 1, 1, -1}, {-1, 0, 1, -1}}, 384, 47.38407798525415}
{{{1, 0, 1, 0}, {1, 0, 0, 1}, {-1, 1, -1, 1}}, 385, 33.01955000865387}
{{{1, 1, 0, -1}, {1, 1, 0, -1}, {-1, -1, 1, 1}}, 386, 47.916146960893634}
{{{1, -1, 1, -1}, {1, 0, 0, 0}, {0, 1, -1, 1}}, 387, 33.87430298092722}
{{{-1, -1, 1, 1}, {-1, 1, 0, -1}, {1, 0, 0, 0}}, 388, 33.01955000865387}
{{{1, 1, -1, -1}, {-1, 1, 1, 0}, {-1, 1, 0, 0}}, 389, 40.77089993316697}
{{{1, -1, 1, 0}, {-1, 1, -1, -1}, {-1, -1, 1, 0}}, 390, 47.916146960893634}
{{{0, 1, 0, -1}, {-1, 0, 0, 1}, {0, 1, 1, -1}}, 391, 28.264662506490403}
{{{-1, 0, -1, 1}, {-1, -1, -1, 1}, {1, -1, 1, -1}}, 392, 55.667496885406734}
{{{0, 1, -1, -1}, {-1, 1, 0, 1}, {0, 1, 1, -1}}, 393, 42.62919048309068}
{{{-1, -1, 0, 1}, {-1, 0, 0, 1}, {-1, -1, 0, 1}}, 394, 33.87430298092722}
{{{0, 0, 1, 1}, {1, 1, -1, -1}, {1, -1, -1, 1}}, 395, 49.302968908806456}
{{{1, 1, -1, -1}, {-1, 1, -1, 1}, {1, -1, 0, 0}}, 396, 47.916146960893634}
{{{0, 1, 1, -1}, {0, 0, 1, 1}, {1, 0, 0, 0}}, 397, 20.75488750216347}
{{{1, -1, 1, 0}, {-1, 1, 0, -1}, {1, -1, 1, 1}}, 398, 47.38407798525415}
{{{-1, 0, 1, 1}, {0, -1, 1, -1}, {1, -1, -1, 0}}, 399, 40.72905595320056}
{{{1, 1, 1, -1}, {-1, 1, 1, 0}, {0, 1, 0, 0}}, 400, 35.26112492884004}
{{{-1, 1, 1, 0}, {1, 0, 1, 0}, {0, 1, -1, 1}}, 401, 33.219280948873624}
{{{0, 1, -1, -1}, {-1, 1, 0, -1}, {-1, -1, 1, 1}}, 402, 48.77089993316697}
{{{-1, 1, 0, -1}, {-1, 1, 0, -1}, {-1, 0, 1, -1}}, 403, 39.87430298092722}
{{{0, 1, 1, -1}, {0, 1, 0, 1}, {1, 0, 1, 0}}, 404, 27.609640474436812}
{{{-1, 0, 1, 0}, {1, -1, 1, -1}, {1, -1, -1, 1}}, 405, 47.916146960893634}
{{{-1, -1, 1, 1}, {-1, 1, 0, -1}, {1, -1, -1, 1}}, 406, 55.667496885406734}
{{{-1, -1, 0, 1}, {0, -1, 0, 1}, {-1, -1, 0, 1}}, 407, 35.019550008653866}
{{{-1, -1, 1, -1}, {0, 0, 1, 1}, {-1, 1, -1, 1}}, 408, 48.77089993316697}
{{{-1, 0, -1, 1}, {1, 1, 1, -1}, {1, 0, -1, 1}}, 409, 47.916146960893634}
{{{1, -1, -1, 0}, {0, -1, 1, -1}, {-1, -1, 1, 1}}, 410, 48.52932501298081}
{{{-1, 1, 1, -1}, {1, 0, -1, 0}, {1, -1, 1, 0}}, 411, 39.87430298092722}
{{{-1, 1, -1, 1}, {1, 0, 1, 0}, {1, 0, 1, 0}}, 412, 32.72905595320056}
{{{1, 1, 1, -1}, {1, -1, 1, 0}, {1, 0, 0, 0}}, 413, 33.87430298092722}
{{{-1, 0, -1, 1}, {1, 0, 1, -1}, {1, 1, 1, 0}}, 414, 39.87430298092722}
{{{1, 0, 1, 0}, {1, 0, -1, 0}, {1, 1, -1, 1}}, 415, 32.72905595320056}
{{{0, 0, -1, 1}, {1, -1, 1, 0}, {-1, 0, 1, 1}}, 416, 33.87430298092722}
{{{0, 1, -1, -1}, {1, 1, 0, 0}, {-1, 1, -1, -1}}, 417, 41.019550008653866}
{{{1, 0, 0, 1}, {-1, 1, 1, -1}, {1, -1, 1, -1}}, 418, 47.916146960893634}
{{{-1, 1, -1, 1}, {-1, 1, 0, 1}, {1, -1, 0, 1}}, 419, 47.916146960893634}
{{{0, -1, -1, 1}, {-1, -1, -1, 1}, {1, -1, 1, 1}}, 420, 56.81274391313339}
{{{1, 1, -1, 0}, {1, 1, -1, 0}, {-1, -1, 1, 1}}, 421, 47.38407798525415}
{{{1, 0, 0, 0}, {-1, -1, 1, 1}, {1, 1, -1, 0}}, 422, 33.01955000865387}
{{{1, 0, 1, 1}, {0, 1, 0, -1}, {1, 0, -1, 1}}, 423, 33.50977500432693}
{{{1, 0, 0, 0}, {1, 1, -1, 0}, {-1, -1, 1, 1}}, 424, 32.72905595320056}
{{{0, 0, -1, 1}, {1, -1, 1, -1}, {-1, 0, 1, -1}}, 425, 41.916146960893634}
{{{1, 1, 1, -1}, {0, -1, -1, 1}, {1, -1, -1, 1}}, 426, 56.81274391313339}
{{{-1, 0, 1, 0}, {1, 0, 1, 0}, {0, 1, -1, 0}}, 427, 20.36452797660028}
{{{0, 0, -1, 1}, {1, 0, 1, -1}, {1, 0, 1, 0}}, 428, 27.509775004326933}
{{{-1, 1, -1, 1}, {0, 0, 0, 1}, {1, -1, 0, 1}}, 429, 35.019550008653866}
{{{-1, 0, 1, 1}, {0, -1, 1, 1}, {0, -1, 1, 1}}, 430, 42.62919048309068}
{{{1, -1, 1, 0}, {-1, 1, 1, -1}, {-1, -1, 1, 1}}, 431, 55.42592196522057}
{{{0, 1, -1, -1}, {1, 0, 1, 1}, {-1, 1, -1, -1}}, 432, 48.77089993316697}
{{{0, 1, -1, -1}, {-1, 1, -1, -1}, {1, 1, -1, 0}}, 433, 48.77089993316697}
{{{1, -1, -1, 0}, {0, -1, 1, 1}, {1, 1, 0, 0}}, 434, 33.87430298092722}
{{{0, -1, 1, 0}, {1, -1, 0, 0}, {0, 1, -1, 1}}, 435, 27.609640474436812}
{{{1, 0, 1, 1}, {1, 0, 0, 0}, {1, 1, -1, 1}}, 436, 33.01955000865387}
{{{1, -1, 1, 1}, {0, 1, 0, -1}, {1, 0, 0, 0}}, 437, 27.019550008653873}
{{{0, -1, 1, 0}, {1, 0, 0, -1}, {0, 1, -1, 0}}, 438, 20.75488750216347}
{{{1, 0, 1, 1}, {-1, 1, -1, -1}, {1, -1, -1, 1}}, 439, 55.667496885406734}
{{{1, 1, -1, 1}, {1, -1, 1, 1}, {1, 0, 1, -1}}, 440, 55.42592196522057}
{{{-1, 1, -1, 1}, {-1, 1, -1, 0}, {0, 1, 0, -1}}, 441, 41.26112492884004}
{{{1, 1, -1, 0}, {-1, -1, 1, 1}, {1, 1, 1, -1}}, 442, 55.42592196522057}
{{{-1, 1, 1, 1}, {1, -1, 1, -1}, {0, 0, 1, -1}}, 443, 48.77089993316697}
{{{1, 1, -1, -1}, {-1, 1, 1, 0}, {0, 1, 0, -1}}, 444, 41.26112492884004}
{{{1, 0, 0, 0}, {0, -1, 1, 1}, {1, 0, -1, 1}}, 445, 27.219280948873624}
{{{-1, 0, 0, 1}, {1, -1, -1, 1}, {1, -1, -1, 1}}, 446, 47.916146960893634}
{{{-1, 1, 1, -1}, {-1, 1, -1, 0}, {-1, 0, 1, -1}}, 447, 47.38407798525415}
{{{-1, 1, 0, -1}, {-1, 1, 0, -1}, {-1, 1, 1, -1}}, 448, 47.916146960893634}
{{{1, -1, 1, 0}, {1, 0, -1, 1}, {1, -1, -1, 1}}, 449, 47.38407798525415}
{{{0, 1, -1, -1}, {1, -1, 1, -1}, {-1, 1, 0, 0}}, 450, 41.019550008653866}
{{{-1, 0, 1, 1}, {1, -1, 1, 1}, {-1, 1, 0, 0}}, 451, 39.87430298092722}
{{{-1, 1, 1, -1}, {-1, 1, -1, -1}, {-1, 0, 1, -1}}, 452, 55.42592196522057}
{{{-1, -1, 1, -1}, {1, -1, -1, 1}, {-1, -1, 1, 1}}, 453, 63.70934086537315}
{{{1, -1, 1, 0}, {0, 1, 0, -1}, {0, -1, 1, 0}}, 454, 28.264662506490403}
{{{0, 0, -1, 1}, {-1, -1, 0, 1}, {1, 0, 1, 0}}, 455, 26.36452797660028}
{{{1, 1, -1, -1}, {-1, 0, 0, 1}, {-1, 1, 1, -1}}, 456, 47.916146960893634}
{{{-1, -1, 1, -1}, {-1, 1, -1, 1}, {0, -1, -1, 1}}, 457, 56.81274391313339}
{{{-1, 1, -1, 1}, {1, 1, 1, -1}, {-1, 0, 1, -1}}, 458, 55.42592196522057}
{{{-1, -1, 1, -1}, {0, -1, 1, -1}, {1, -1, -1, 0}}, 459, 48.77089993316697}
{{{1, 1, -1, -1}, {-1, 1, 1, -1}, {-1, -1, 1, 0}}, 460, 55.667496885406734}
{{{1, -1, 1, 0}, {1, 1, 0, -1}, {-1, -1, 1, 0}}, 461, 39.87430298092722}
{{{0, -1, 1, 1}, {-1, 1, 1, -1}, {1, -1, 1, 1}}, 462, 56.81274391313339}
{{{1, 1, -1, -1}, {1, 1, -1, 1}, {0, -1, 1, -1}}, 463, 56.81274391313339}
{{{0, -1, 1, 1}, {1, 1, 0, -1}, {1, -1, 0, 1}}, 464, 41.019550008653866}
{{{-1, 1, -1, 1}, {1, 1, -1, 1}, {1, -1, 0, 1}}, 465, 55.42592196522057}
{{{1, -1, 1, 0}, {0, 1, -1, -1}, {-1, -1, 1, 0}}, 466, 41.019550008653866}
{{{-1, 1, 0, -1}, {0, 1, -1, 1}, {-1, 0, 1, -1}}, 467, 40.72905595320056}
{{{1, 1, -1, 1}, {0, 1, -1, 1}, {1, -1, 1, -1}}, 468, 56.81274391313339}
{{{-1, 1, 1, -1}, {0, -1, 1, 1}, {1, 1, -1, -1}}, 469, 56.81274391313339}
{{{1, 1, -1, 1}, {1, -1, 1, -1}, {-1, 0, 1, 0}}, 470, 47.916146960893634}
{{{1, 1, -1, -1}, {1, 1, 0, 0}, {0, -1, 1, 1}}, 471, 41.26112492884004}
{{{-1, 0, 1, 1}, {0, 0, 0, 0}, {-1, -1, 0, 1}}, 472, 21.609640474436812}
{{{1, 1, -1, -1}, {-1, 1, -1, 0}, {1, -1, 0, 0}}, 473, 40.77089993316697}
{{{1, 0, 0, 1}, {0, -1, 1, 1}, {-1, 1, -1, 0}}, 474, 33.219280948873624}
{{{1, 1, 1, 0}, {1, 0, 0, 0}, {1, 1, -1, 0}}, 475, 25.87430298092722}
{{{-1, 1, -1, 1}, {-1, 1, -1, 0}, {-1, 1, 1, -1}}, 476, 55.42592196522057}
{{{-1, 1, -1, 1}, {1, -1, 1, 0}, {0, 0, 1, 1}}, 477, 41.019550008653866}
{{{1, -1, -1, 1}, {1, -1, 1, 0}, {0, 0, 1, 1}}, 478, 41.019550008653866}
{{{0, 1, 1, 0}, {1, 0, 1, 0}, {0, 1, -1, -1}}, 479, 27.609640474436812}
{{{-1, -1, -1, 1}, {0, 1, 0, 0}, {-1, -1, 0, 1}}, 480, 35.26112492884004}
{{{-1, 1, 0, -1}, {-1, 1, 0, 0}, {-1, -1, 1, -1}}, 481, 40.529325012980806}
{{{0, 1, -1, 1}, {1, 0, 0, 1}, {1, 0, 1, -1}}, 482, 33.50977500432693}
{{{-1, 0, 0, 1}, {0, -1, 1, 1}, {0, 1, -1, 0}}, 483, 27.609640474436812}
{{{1, 1, -1, 1}, {1, 0, 1, -1}, {-1, 0, 1, -1}}, 484, 47.38407798525415}
{{{1, 1, 1, -1}, {1, -1, 0, 1}, {1, 0, 0, 0}}, 485, 33.01955000865387}
{{{1, 1, 0, -1}, {1, 1, -1, 1}, {1, -1, 1, -1}}, 486, 55.42592196522057}
{{{-1, -1, 0, 1}, {-1, 1, 1, 0}, {1, -1, 1, 1}}, 487, 47.38407798525415}
{{{0, 1, -1, 1}, {0, 1, 1, -1}, {-1, -1, 1, -1}}, 488, 50.6710344630571}
{{{1, 0, 0, 0}, {1, 1, 1, -1}, {-1, 1, 0, 1}}, 489, 32.72905595320056}
{{{1, -1, 1, 0}, {1, 1, -1, -1}, {-1, -1, 1, 0}}, 490, 47.916146960893634}
{{{1, 0, -1, 0}, {1, -1, 1, 1}, {1, 1, 0, 0}}, 491, 33.01955000865387}
{{{-1, 0, -1, 1}, {-1, -1, 0, 1}, {1, 0, 0, 0}}, 492, 25.509775004326936}
{{{-1, 0, 0, 1}, {0, -1, 1, 1}, {0, 1, -1, 1}}, 493, 35.11941547876375}
{{{-1, 0, 1, 1}, {-1, 1, 1, -1}, {-1, 1, 1, -1}}, 494, 55.667496885406734}
{{{1, -1, -1, 1}, {0, -1, 1, -1}, {-1, 1, 1, -1}}, 495, 56.81274391313339}
{{{1, -1, 1, 0}, {-1, 1, 0, -1}, {1, -1, 1, 0}}, 496, 39.87430298092722}
{{{-1, 1, -1, 1}, {0, 1, 1, -1}, {-1, -1, 1, -1}}, 497, 56.81274391313339}
