{{{0, 0, 0, 1}, {0, 1, 0, -1}, {1, 0, 0, 0}}, 1}
{{{0, 1, -1, 1}, {-1, 0, 0, 1}, {-1, 0, 1, 0}}, 298}
{{{-1, 0, -1, 1}, {0, -1, 0, 1}, {-1, 1, -1, 0}}, 299}
{{{-1, -1, 0, 1}, {1, 0, 0, 0}, {-1, -1, 0, 1}}, 300}
{{{0, 1, 1, 0}, {1, 0, 0, 0}, {0, 1, -1, -1}}, 301}
{{{0, 0, 1, 1}, {-1, 1, -1, -1}, {1, -1, 0, 1}}, 302}
{{{0, 1, -1, 1}, {1, 0, 1, -1}, {-1, -1, 1, 0}}, 303}
{{{1, 0, 0, 0}, {-1, 0, 1, 1}, {0, -1, -1, 1}}, 304}
{{{1, 1, -1, 0}, {1, -1, 1, 1}, {1, 1, 0, -1}}, 305}
{{{-1, 0, 1, 1}, {0, -1, 1, 1}, {-1, -1, 1, 1}}, 306}
{{{0, -1, 1, -1}, {0, 1, -1, 1}, {1, -1, 0, 0}}, 307}
{{{0, -1, 0, 1}, {-1, 1, 1, -1}, {1, 0, -1, 0}}, 308}
{{{-1, -1, 1, 1}, {-1, 1, 0, 0}, {1, -1, 1, 1}}, 309}
{{{0, 0, -1, 1}, {1, -1, 1, 0}, {1, 0, 1, 1}}, 310}
{{{0, 1, -1, 1}, {1, -1, 1, 0}, {0, -1, 1, 1}}, 311}
{{{0, -1, 1, 1}, {1, 0, 0, 0}, {1, 1, -1, 0}}, 312}
{{{-1, 0, 1, -1}, {0, -1, 0, 1}, {1, 1, 0, 0}}, 313}
{{{-1, 1, 1, 1}, {1, 0, 1, -1}, {-1, 1, 1, -1}}, 314}
{{{-1, -1, 1, 1}, {-1, 1, 1, -1}, {1, 0, -1, 1}}, 315}
{{{-1, 0, 1, -1}, {-1, 1, 1, -1}, {-1, 1, 1, -1}}, 316}
{{{0, 1, -1, 1}, {1, 0, 0, 0}, {-1, -1, 1, 0}}, 317}
{{{-1, 0, -1, 1}, {1, 0, 0, 0}, {0, -1, 1, 0}}, 318}
{{{1, 0, -1, 1}, {1, -1, 0, 1}, {1, 0, 0, 0}}, 319}
{{{1, 1, -1, -1}, {1, -1, 1, -1}, {-1, 1, -1, 0}}, 320}
{{{0, 1, -1, -1}, {1, 0, 1, -1}, {-1, 1, 0, -1}}, 321}
{{{1, 1, -1, -1}, {1, -1, 0, -1}, {-1, 1, -1, 0}}, 322}
{{{-1, 0, 1, 0}, {1, 0, 0, -1}, {0, 1, -1, 0}}, 323}
{{{-1, 1, -1, 1}, {-1, 1, -1, 1}, {0, 1, 1, -1}}, 324}
{{{-1, 1, 1, -1}, {1, 0, -1, 1}, {1, -1, -1, 1}}, 325}
{{{0, -1, 1, 1}, {-1, 1, 1, 0}, {1, -1, 1, 1}}, 326}
{{{-1, 1, -1, 1}, {1, -1, 1, 0}, {1, 0, 1, -1}}, 327}
{{{1, 0, -1, 1}, {-1, 0, 1, 1}, {1, -1, -1, 1}}, 328}
{{{-1, 1, 1, -1}, {-1, 1, 0, -1}, {-1, 0, 1, -1}}, 329}
{{{-1, -1, 1, 0}, {0, -1, 1, -1}, {1, -1, 1, 0}}, 330}
{{{1, 0, 1, 0}, {1, 0, 0, 0}, {1, 1, -1, 0}}, 331}
{{{1, 1, -1, 0}, {1, 1, -1, 1}, {1, -1, 1, -1}}, 332}
{{{1, -1, 1, 0}, {1, 0, 0, 0}, {0, 1, -1, 0}}, 333}
{{{-1, -1, 0, 1}, {1, 1, 1, -1}, {1, 0, 0, 0}}, 334}
{{{1, 1, 1, 1}, {-1, 1, 0, -1}, {1, 0, -1, 1}}, 335}
{{{0, 1, -1, 1}, {1, 0, 0, 1}, {-1, 0, 1, -1}}, 336}
{{{1, 0, 0, 1}, {1, 1, 0, 0}, {0, -1, 1, 1}}, 337}
{{{-1, -1, 1, 1}, {-1, 1, 0, -1}, {1, 0, -1, 1}}, 338}
{{{1, 1, -1, -1}, {0, 1, -1, 1}, {-1, -1, 1, -1}}, 339}
{{{1, -1, 0, 1}, {1, 1, 0, -1}, {1, 0, 0, 0}}, 340}
{{{-1, -1, 0, 1}, {1, -1, 1, 1}, {-1, 1, 1, -1}}, 341}
{{{0, -1, 1, 1}, {-1, 1, -1, -1}, {1, 0, 0, 0}}, 342}
{{{1, 1, 1, -1}, {1, 0, 0, 0}, {0, 1, -1, 1}}, 343}
{{{1, -1, 1, 1}, {1, 0, 0, 0}, {1, 1, -1, 0}}, 344}
{{{-1, 1, 1, -1}, {0, 0, 0, 1}, {1, -1, 0, 0}}, 345}
{{{0, 0, -1, 1}, {1, 0, 0, 0}, {-1, -1, 1, -1}}, 346}
{{{-1, -1, 0, 1}, {0, 0, 1, -1}, {-1, 1, 1, -1}}, 347}
{{{-1, 1, 1, -1}, {1, 1, 0, 0}, {-1, 0, 1, 0}}, 348}
{{{1, 1, -1, -1}, {-1, 1, 1, 0}, {-1, 1, 1, 0}}, 349}
{{{-1, 0, -1, 1}, {1, 0, 1, -1}, {1, 0, 1, 0}}, 350}
{{{1, 1, -1, 1}, {1, 0, 0, 0}, {-1, -1, 1, -1}}, 351}
{{{1, 0, 0, 1}, {-1, 0, -1, 1}, {1, -1, -1, 1}}, 352}
{{{1, -1, 1, 0}, {0, 1, 0, -1}, {1, -1, 1, 1}}, 353}
{{{1, 1, -1, -1}, {0, 1, -1, 1}, {1, -1, 1, -1}}, 354}
{{{-1, -1, -1, 1}, {0, 1, -1, -1}, {-1, -1, 0, 1}}, 355}
{{{1, 0, 1, -1}, {0, 1, 0, 1}, {1, 0, 0, 0}}, 356}
{{{-1, -1, 0, 1}, {-1, 1, 0, 0}, {-1, -1, 0, 1}}, 357}
{{{0, 0, 1, 1}, {-1, 1, -1, -1}, {1, -1, -1, 1}}, 358}
{{{0, 1, 1, -1}, {1, -1, -1, 1}, {1, -1, -1, 1}}, 359}
{{{-1, -1, 0, 1}, {1, 0, 1, -1}, {-1, 1, 1, -1}}, 360}
{{{-1, -1, 0, 1}, {1, 0, 0, 1}, {-1, -1, 0, 1}}, 361}
{{{1, -1, 0, 0}, {0, -1, 1, 1}, {1, 1, 0, -1}}, 362}
{{{0, 0, 1, -1}, {0, 0, 0, 1}, {1, 0, 1, 0}}, 363}
{{{-1, 1, -1, 1}, {-1, 1, -1, -1}, {1, 0, -1, 1}}, 364}
{{{1, 0, -1, 1}, {0, -1, 0, 1}, {1, 0, 0, 0}}, 365}
{{{1, 0, 0, 0}, {-1, -1, 0, 1}, {1, 1, 0, 0}}, 366}
{{{1, 1, 1, -1}, {-1, -1, 0, 1}, {1, 0, 0, 0}}, 367}
{{{1, -1, 1, 0}, {0, 1, 0, -1}, {-1, -1, 1, 1}}, 368}
{{{-1, 0, -1, 1}, {0, -1, 1, -1}, {-1, 0, 1, -1}}, 369}
{{{-1, -1, -1, 1}, {-1, 1, -1, 0}, {-1, -1, -1, 1}}, 370}
{{{-1, 0, 0, 0}, {-1, 1, 1, -1}, {-1, 1, 1, -1}}, 371}
{{{-1, 1, -1, 1}, {-1, -1, 0, 1}, {-1, -1, 1, 1}}, 372}
{{{1, 1, -1, 1}, {1, 0, 1, -1}, {-1, 0, 1, 1}}, 373}
{{{-1, 1, -1, 1}, {-1, 1, -1, 0}, {-1, 1, -1, -1}}, 374}
{{{0, 0, -1, 1}, {-1, 0, 0, 1}, {0, 1, 1, 0}}, 375}
{{{-1, 1, -1, -1}, {-1, 1, 0, 0}, {-1, -1, 1, -1}}, 376}
{{{-1, 1, 1, 1}, {1, 0, 1, -1}, {-1, 0, 1, -1}}, 377}
{{{-1, -1, 1, 1}, {0, 1, 0, -1}, {1, 0, 0, 0}}, 378}
{{{0, -1, 1, 1}, {-1, 1, 0, 0}, {1, -1, 1, 1}}, 379}
{{{1, 1, -1, 0}, {0, -1, 1, 1}, {1, 1, 1, -1}}, 380}
{{{0, 1, -1, -1}, {-1, 0, 0, 1}, {-1, 1, 1, -1}}, 381}
{{{1, 0, -1, -1}, {0, -1, 1, -1}, {-1, -1, 1, 1}}, 382}
{{{1, 0, 0, 1}, {0, 1, 1, -1}, {1, 1, -1, -1}}, 383}
{{{-1, 1, 0, -1}, {-1, 1, 1, -1}, {-1, 0, 1, -1}}, 384}
{{{1, 0, 1, 0}, {1, 0, 0, 1}, {-1, 1, -1, 1}}, 385}
{{{1, 1, 0, -1}, {1, 1, 0, -1}, {-1, -1, 1, 1}}, 386}
{{{1, -1, 1, -1}, {1, 0, 0, 0}, {0, 1, -1, 1}}, 387}
{{{-1, -1, 1, 1}, {-1, 1, 0, -1}, {1, 0, 0, 0}}, 388}
{{{1, 1, -1, -1}, {-1, 1, 1, 0}, {-1, 1, 0, 0}}, 389}
{{{1, -1, 1, 0}, {-1, 1, -1, -1}, {-1, -1, 1, 0}}, 390}
{{{0, 1, 0, -1}, {-1, 0, 0, 1}, {0, 1, 1, -1}}, 391}
{{{-1, 0, -1, 1}, {-1, -1, -1, 1}, {1, -1, 1, -1}}, 392}
{{{0, 1, -1, -1}, {-1, 1, 0, 1}, {0, 1, 1, -1}}, 393}
{{{-1, -1, 0, 1}, {-1, 0, 0, 1}, {-1, -1, 0, 1}}, 394}
{{{0, 0, 1, 1}, {1, 1, -1, -1}, {1, -1, -1, 1}}, 395}
{{{1, 1, -1, -1}, {-1, 1, -1, 1}, {1, -1, 0, 0}}, 396}
{{{0, 1, 1, -1}, {0, 0, 1, 1}, {1, 0, 0, 0}}, 397}
{{{1, -1, 1, 0}, {-1, 1, 0, -1}, {1, -1, 1, 1}}, 398}
{{{-1, 0, 1, 1}, {0, -1, 1, -1}, {1, -1, -1, 0}}, 399}
{{{1, 1, 1, -1}, {-1, 1, 1, 0}, {0, 1, 0, 0}}, 400}
{{{-1, 1, 1, 0}, {1, 0, 1, 0}, {0, 1, -1, 1}}, 401}
{{{0, 1, -1, -1}, {-1, 1, 0, -1}, {-1, -1, 1, 1}}, 402}
{{{-1, 1, 0, -1}, {-1, 1, 0, -1}, {-1, 0, 1, -1}}, 403}
{{{0, 1, 1, -1}, {0, 1, 0, 1}, {1, 0, 1, 0}}, 404}
{{{-1, 0, 1, 0}, {1, -1, 1, -1}, {1, -1, -1, 1}}, 405}
{{{-1, -1, 1, 1}, {-1, 1, 0, -1}, {1, -1, -1, 1}}, 406}
{{{-1, -1, 0, 1}, {0, -1, 0, 1}, {-1, -1, 0, 1}}, 407}
{{{-1, -1, 1, -1}, {0, 0, 1, 1}, {-1, 1, -1, 1}}, 408}
{{{-1, 0, -1, 1}, {1, 1, 1, -1}, {1, 0, -1, 1}}, 409}
{{{1, -1, -1, 0}, {0, -1, 1, -1}, {-1, -1, 1, 1}}, 410}
{{{-1, 1, 1, -1}, {1, 0, -1, 0}, {1, -1, 1, 0}}, 411}
{{{-1, 1, -1, 1}, {1, 0, 1, 0}, {1, 0, 1, 0}}, 412}
{{{1, 1, 1, -1}, {1, -1, 1, 0}, {1, 0, 0, 0}}, 413}
{{{-1, 0, -1, 1}, {1, 0, 1, -1}, {1, 1, 1, 0}}, 414}
{{{1, 0, 1, 0}, {1, 0, -1, 0}, {1, 1, -1, 1}}, 415}
{{{0, 0, -1, 1}, {1, -1, 1, 0}, {-1, 0, 1, 1}}, 416}
{{{0, 1, -1, -1}, {1, 1, 0, 0}, {-1, 1, -1, -1}}, 417}
{{{1, 0, 0, 1}, {-1, 1, 1, -1}, {1, -1, 1, -1}}, 418}
{{{-1, 1, -1, 1}, {-1, 1, 0, 1}, {1, -1, 0, 1}}, 419}
{{{0, -1, -1, 1}, {-1, -1, -1, 1}, {1, -1, 1, 1}}, 420}
{{{1, 1, -1, 0}, {1, 1, -1, 0}, {-1, -1, 1, 1}}, 421}
{{{1, 0, 0, 0}, {-1, -1, 1, 1}, {1, 1, -1, 0}}, 422}
{{{1, 0, 1, 1}, {0, 1, 0, -1}, {1, 0, -1, 1}}, 423}
{{{1, 0, 0, 0}, {1, 1, -1, 0}, {-1, -1, 1, 1}}, 424}
{{{0, 0, -1, 1}, {1, -1, 1, -1}, {-1, 0, 1, -1}}, 425}
{{{1, 1, 1, -1}, {0, -1, -1, 1}, {1, -1, -1, 1}}, 426}
{{{-1, 0, 1, 0}, {1, 0, 1, 0}, {0, 1, -1, 0}}, 427}
{{{0, 0, -1, 1}, {1, 0, 1, -1}, {1, 0, 1, 0}}, 428}
{{{-1, 1, -1, 1}, {0, 0, 0, 1}, {1, -1, 0, 1}}, 429}
{{{-1, 0, 1, 1}, {0, -1, 1, 1}, {0, -1, 1, 1}}, 430}
{{{1, -1, 1, 0}, {-1, 1, 1, -1}, {-1, -1, 1, 1}}, 431}
{{{0, 1, -1, -1}, {1, 0, 1, 1}, {-1, 1, -1, -1}}, 432}
{{{0, 1, -1, -1}, {-1, 1, -1, -1}, {1, 1, -1, 0}}, 433}
{{{1, -1, -1, 0}, {0, -1, 1, 1}, {1, 1, 0, 0}}, 434}
{{{0, -1, 1, 0}, {1, -1, 0, 0}, {0, 1, -1, 1}}, 435}
{{{1, 0, 1, 1}, {1, 0, 0, 0}, {1, 1, -1, 1}}, 436}
{{{1, -1, 1, 1}, {0, 1, 0, -1}, {1, 0, 0, 0}}, 437}
{{{0, -1, 1, 0}, {1, 0, 0, -1}, {0, 1, -1, 0}}, 438}
{{{1, 0, 1, 1}, {-1, 1, -1, -1}, {1, -1, -1, 1}}, 439}
{{{1, 1, -1, 1}, {1, -1, 1, 1}, {1, 0, 1, -1}}, 440}
{{{-1, 1, -1, 1}, {-1, 1, -1, 0}, {0, 1, 0, -1}}, 441}
{{{1, 1, -1, 0}, {-1, -1, 1, 1}, {1, 1, 1, -1}}, 442}
{{{-1, 1, 1, 1}, {1, -1, 1, -1}, {0, 0, 1, -1}}, 443}
{{{1, 1, -1, -1}, {-1, 1, 1, 0}, {0, 1, 0, -1}}, 444}
{{{1, 0, 0, 0}, {0, -1, 1, 1}, {1, 0, -1, 1}}, 445}
{{{-1, 0, 0, 1}, {1, -1, -1, 1}, {1, -1, -1, 1}}, 446}
{{{-1, 1, 1, -1}, {-1, 1, -1, 0}, {-1, 0, 1, -1}}, 447}
{{{-1, 1, 0, -1}, {-1, 1, 0, -1}, {-1, 1, 1, -1}}, 448}
{{{1, -1, 1, 0}, {1, 0, -1, 1}, {1, -1, -1, 1}}, 449}
{{{0, 1, -1, -1}, {1, -1, 1, -1}, {-1, 1, 0, 0}}, 450}
{{{-1, 0, 1, 1}, {1, -1, 1, 1}, {-1, 1, 0, 0}}, 451}
{{{-1, 1, 1, -1}, {-1, 1, -1, -1}, {-1, 0, 1, -1}}, 452}
{{{-1, -1, 1, -1}, {1, -1, -1, 1}, {-1, -1, 1, 1}}, 453}
{{{1, -1, 1, 0}, {0, 1, 0, -1}, {0, -1, 1, 0}}, 454}
{{{0, 0, -1, 1}, {-1, -1, 0, 1}, {1, 0, 1, 0}}, 455}
{{{1, 1, -1, -1}, {-1, 0, 0, 1}, {-1, 1, 1, -1}}, 456}
{{{-1, -1, 1, -1}, {-1, 1, -1, 1}, {0, -1, -1, 1}}, 457}
{{{-1, 1, -1, 1}, {1, 1, 1, -1}, {-1, 0, 1, -1}}, 458}
{{{-1, -1, 1, -1}, {0, -1, 1, -1}, {1, -1, -1, 0}}, 459}
{{{1, 1, -1, -1}, {-1, 1, 1, -1}, {-1, -1, 1, 0}}, 460}
{{{1, -1, 1, 0}, {1, 1, 0, -1}, {-1, -1, 1, 0}}, 461}
{{{0, -1, 1, 1}, {-1, 1, 1, -1}, {1, -1, 1, 1}}, 462}
{{{1, 1, -1, -1}, {1, 1, -1, 1}, {0, -1, 1, -1}}, 463}
{{{0, -1, 1, 1}, {1, 1, 0, -1}, {1, -1, 0, 1}}, 464}
{{{-1, 1, -1, 1}, {1, 1, -1, 1}, {1, -1, 0, 1}}, 465}
{{{1, -1, 1, 0}, {0, 1, -1, -1}, {-1, -1, 1, 0}}, 466}
{{{-1, 1, 0, -1}, {0, 1, -1, 1}, {-1, 0, 1, -1}}, 467}
{{{1, 1, -1, 1}, {0, 1, -1, 1}, {1, -1, 1, -1}}, 468}
{{{-1, 1, 1, -1}, {0, -1, 1, 1}, {1, 1, -1, -1}}, 469}
{{{1, 1, -1, 1}, {1, -1, 1, -1}, {-1, 0, 1, 0}}, 470}
{{{1, 1, -1, -1}, {1, 1, 0, 0}, {0, -1, 1, 1}}, 471}
{{{-1, 0, 1, 1}, {0, 0, 0, 0}, {-1, -1, 0, 1}}, 472}
{{{1, 1, -1, -1}, {-1, 1, -1, 0}, {1, -1, 0, 0}}, 473}
{{{1, 0, 0, 1}, {0, -1, 1, 1}, {-1, 1, -1, 0}}, 474}
{{{1, 1, 1, 0}, {1, 0, 0, 0}, {1, 1, -1, 0}}, 475}
{{{-1, 1, -1, 1}, {-1, 1, -1, 0}, {-1, 1, 1, -1}}, 476}
{{{-1, 1, -1, 1}, {1, -1, 1, 0}, {0, 0, 1, 1}}, 477}
{{{1, -1, -1, 1}, {1, -1, 1, 0}, {0, 0, 1, 1}}, 478}
{{{0, 1, 1, 0}, {1, 0, 1, 0}, {0, 1, -1, -1}}, 479}
{{{-1, -1, -1, 1}, {0, 1, 0, 0}, {-1, -1, 0, 1}}, 480}
{{{-1, 1, 0, -1}, {-1, 1, 0, 0}, {-1, -1, 1, -1}}, 481}
{{{0, 1, -1, 1}, {1, 0, 0, 1}, {1, 0, 1, -1}}, 482}
{{{-1, 0, 0, 1}, {0, -1, 1, 1}, {0, 1, -1, 0}}, 483}
{{{1, 1, -1, 1}, {1, 0, 1, -1}, {-1, 0, 1, -1}}, 484}
{{{1, 1, 1, -1}, {1, -1, 0, 1}, {1, 0, 0, 0}}, 485}
{{{1, 1, 0, -1}, {1, 1, -1, 1}, {1, -1, 1, -1}}, 486}
{{{-1, -1, 0, 1}, {-1, 1, 1, 0}, {1, -1, 1, 1}}, 487}
{{{0, 1, -1, 1}, {0, 1, 1, -1}, {-1, -1, 1, -1}}, 488}
{{{1, 0, 0, 0}, {1, 1, 1, -1}, {-1, 1, 0, 1}}, 489}
{{{1, -1, 1, 0}, {1, 1, -1, -1}, {-1, -1, 1, 0}}, 490}
{{{1, 0, -1, 0}, {1, -1, 1, 1}, {1, 1, 0, 0}}, 491}
{{{-1, 0, -1, 1}, {-1, -1, 0, 1}, {1, 0, 0, 0}}, 492}
{{{-1, 0, 0, 1}, {0, -1, 1, 1}, {0, 1, -1, 1}}, 493}
{{{-1, 0, 1, 1}, {-1, 1, 1, -1}, {-1, 1, 1, -1}}, 494}
{{{1, -1, -1, 1}, {0, -1, 1, -1}, {-1, 1, 1, -1}}, 495}
{{{1, -1, 1, 0}, {-1, 1, 0, -1}, {1, -1, 1, 0}}, 496}
{{{-1, 1, -1, 1}, {0, 1, 1, -1}, {-1, -1, 1, -1}}, 497}
{{{-1, 0, -1, 1}, {1, 0, 0, 0}, {-1, -1, 1, 0}}, 498}
{{{-1, 1, -1, 1}, {0, 1, -1, 1}, {1, -1, 0, 1}}, 499}
{{{-1, -1, 1, 1}, {-1, -1, 1, 1}, {0, -1, 1, 0}}, 500}
{{{1, 0, 0, 1}, {1, 1, 0, -1}, {1, 0, 0, 1}}, 501}
{{{-1, 0, 1, -1}, {1, 1, 1, -1}, {1, 1, -1, -1}}, 502}
{{{0, 1, 1, -1}, {0, 1, 0, 1}, {1, 0, 0, 1}}, 503}
{{{-1, 0, 0, 1}, {-1, -1, 0, 1}, {0, -1, 1, 1}}, 504}
{{{-1, 0, 1, 1}, {0, -1, 1, 1}, {0, 1, 0, -1}}, 505}
{{{-1, 1, 1, 1}, {1, 0, 1, -1}, {-1, 1, 1, 0}}, 506}
{{{-1, -1, 0, 1}, {-1, 1, 1, -1}, {1, 0, 0, 0}}, 507}
{{{-1, 0, -1, 1}, {0, -1, -1, 1}, {1, 0, 0, 0}}, 508}
{{{1, -1, 1, 0}, {0, 1, 0, -1}, {1, -1, 1, 0}}, 509}
{{{0, -1, 1, -1}, {0, -1, -1, 1}, {1, 1, 0, 0}}, 510}
{{{-1, 1, 1, -1}, {1, 0, 1, -1}, {1, -1, 1, -1}}, 511}
{{{-1, 1, 1, 1}, {0, -1, 1, 1}, {-1, -1, 1, 1}}, 512}
{{{0, -1, 1, 1}, {-1, 1, 0, -1}, {1, 0, -1, 1}}, 513}
{{{1, -1, -1, 1}, {-1, 0, 1, 1}, {1, -1, -1, 1}}, 514}
{{{0, -1, 1, 1}, {1, 0, 0, -1}, {0, 1, -1, 0}}, 515}
{{{-1, 1, -1, 1}, {-1, 0, -1, 1}, {1, -1, -1, 1}}, 516}
{{{-1, 1, -1, 1}, {1, 0, -1, 1}, {1, -1, -1, 1}}, 517}
{{{0, 1, 1, -1}, {-1, -1, 0, 1}, {1, -1, 0, 0}}, 518}
{{{0, 1, -1, -1}, {1, -1, 1, 0}, {-1, 1, -1, -1}}, 519}
{{{1, 1, -1, -1}, {-1, 1, 0, 1}, {-1, 1, 1, -1}}, 520}
{{{-1, 0, -1, 1}, {1, 1, 1, -1}, {0, -1, 1, 0}}, 521}
{{{-1, 0, 1, 1}, {1, 1, 0, -1}, {1, -1, 0, 1}}, 522}
{{{1, 1, -1, -1}, {0, 1, 0, -1}, {-1, -1, 1, 1}}, 523}
{{{0, 1, -1, -1}, {-1, 0, -1, 1}, {0, 1, 1, -1}}, 524}
{{{1, 1, 0, -1}, {-1, 1, -1, 1}, {1, -1, 1, -1}}, 525}
{{{1, 1, -1, -1}, {1, -1, 0, 0}, {-1, 1, -1, -1}}, 526}
{{{-1, 1, -1, 1}, {1, 0, 0, 0}, {-1, 0, 1, 0}}, 527}
{{{1, 1, -1, -1}, {1, 1, -1, 0}, {-1, -1, 1, 0}}, 528}
{{{1, 1, -1, -1}, {1, 1, 0, 1}, {1, -1, 1, 1}}, 529}
{{{1, 1, 0, -1}, {-1, 1, 1, 0}, {-1, 1, -1, -1}}, 530}
{{{1, -1, -1, 0}, {-1, -1, 1, 1}, {1, 1, 0, -1}}, 531}
{{{-1, 1, -1, 1}, {-1, 0, -1, 1}, {1, 0, -1, 1}}, 532}
{{{1, 1, -1, -1}, {-1, 1, 1, 0}, {1, 1, 0, 0}}, 533}
{{{-1, 1, -1, 1}, {-1, 1, -1, 1}, {0, 0, -1, 1}}, 534}
{{{-1, -1, 1, -1}, {1, -1, -1, 1}, {0, -1, 1, 1}}, 535}
{{{0, -1, 1, -1}, {1, 0, 0, 0}, {0, 1, -1, 0}}, 536}
{{{-1, 1, 0, -1}, {-1, 1, -1, -1}, {-1, -1, 1, -1}}, 537}
{{{0, 1, 1, 0}, {1, 0, 0, 0}, {-1, 1, -1, -1}}, 538}
{{{1, -1, 1, 0}, {-1, 1, -1, -1}, {0, -1, 1, 0}}, 539}
{{{1, 0, -1, 0}, {-1, 0, 1, 1}, {0, -1, -1, 1}}, 540}
{{{-1, -1, 0, 1}, {-1, 1, 1, 0}, {1, -1, 0, 1}}, 541}
{{{-1, 1, -1, 1}, {-1, 1, 1, 1}, {-1, 1, -1, 1}}, 542}
{{{-1, -1, 0, 1}, {0, 1, 1, -1}, {1, 0, -1, 0}}, 543}
{{{1, 1, -1, -1}, {1, -1, 0, -1}, {-1, 1, -1, -1}}, 544}
{{{-1, 1, -1, -1}, {-1, 1, 0, -1}, {-1, -1, 1, -1}}, 545}
{{{0, -1, 1, -1}, {1, 0, 1, -1}, {1, 1, -1, -1}}, 546}
{{{0, -1, 1, 1}, {-1, 1, 0, -1}, {1, 0, 0, 0}}, 547}
{{{0, 1, -1, 1}, {1, -1, 1, 0}, {-1, 0, 1, 1}}, 548}
{{{-1, 1, -1, 1}, {-1, 0, -1, 1}, {-1, 1, -1, 1}}, 549}
{{{-1, 0, -1, 1}, {1, 0, -1, 0}, {-1, 0, 1, 0}}, 550}
{{{-1, 0, 0, 1}, {1, -1, 0, 1}, {0, 1, -1, 0}}, 551}
{{{-1, 0, -1, 1}, {1, -1, 1, -1}, {-1, 0, 1, -1}}, 552}
{{{1, -1, -1, 0}, {-1, -1, 1, 1}, {1, 1, 0, 0}}, 553}
{{{-1, -1, 0, 1}, {-1, 0, 1, -1}, {-1, 1, 1, -1}}, 554}
{{{1, 1, -1, -1}, {1, 1, 1, 1}, {0, -1, 1, 0}}, 555}
{{{-1, 1, -1, 1}, {-1, 1, -1, 1}, {1, -1, 0, 1}}, 556}
{{{-1, 1, -1, 1}, {1, 1, 1, -1}, {-1, 1, 1, -1}}, 557}
{{{-1, 1, 0, -1}, {0, 1, -1, -1}, {-1, 0, 1, -1}}, 558}
{{{1, 1, -1, 1}, {1, 1, -1, 1}, {0, -1, 1, -1}}, 559}
{{{0, 1, -1, 1}, {1, -1, 1, -1}, {-1, 1, 1, -1}}, 560}
{{{-1, 0, -1, 1}, {1, -1, 1, 0}, {0, 0, 1, 1}}, 561}
{{{1, 1, -1, -1}, {-1, 1, -1, 0}, {-1, -1, 1, 1}}, 562}
{{{0, 1, 1, -1}, {1, -1, 0, 0}, {-1, 0, 1, 0}}, 563}
{{{-1, 1, 1, -1}, {-1, 0, 0, 1}, {-1, 1, 1, -1}}, 564}
{{{-1, -1, -1, 1}, {1, 1, 1, -1}, {1, 0, -1, 1}}, 565}
{{{0, -1, -1, 1}, {1, -1, 1, 0}, {1, 0, 1, 1}}, 566}
{{{1, 0, 0, -1}, {0, -1, 1, 1}, {1, 1, 0, 0}}, 567}
{{{1, 0, 0, 1}, {0, 1, 0, 0}, {-1, -1, 1, 1}}, 568}
{{{0, -1, 1, 1}, {-1, 1, 1, -1}, {1, 0, -1, 0}}, 569}
{{{0, 1, -1, -1}, {1, 0, -1, 0}, {-1, 1, -1, 0}}, 570}
{{{1, 0, 0, 0}, {-1, -1, 1, 1}, {1, 0, -1, 1}}, 571}
{{{-1, -1, 1, -1}, {-1, 1, -1, 1}, {1, 1, -1, 1}}, 572}
{{{-1, -1, 1, 1}, {1, -1, 1, 1}, {1, -1, 1, 1}}, 573}
{{{0, 1, -1, -1}, {1, 1, 1, -1}, {-1, 1, -1, -1}}, 574}
{{{1, 0, -1, 0}, {0, -1, 1, 1}, {-1, 1, -1, 1}}, 575}
{{{-1, 1, -1, 1}, {1, 1, -1, -1}, {1, 1, -1, 1}}, 576}
{{{0, 0, 0, 1}, {1, -1, 1, 1}, {-1, 1, 0, 0}}, 577}
{{{-1, 1, 1, -1}, {1, 0, 0, 0}, {-1, 0, 1, 0}}, 578}
{{{1, 1, 0, -1}, {-1, 1, 1, 0}, {0, 1, 1, 0}}, 579}
{{{-1, -1, 0, 1}, {1, 0, -1, 0}, {-1, -1, 1, 1}}, 580}
{{{0, 1, -1, 1}, {0, 1, 1, 0}, {0, 1, -1, -1}}, 581}
{{{-1, 1, 0, 0}, {-1, 1, 1, -1}, {-1, 1, 1, -1}}, 582}
{{{-1, -1, 0, 1}, {-1, 1, -1, -1}, {-1, -1, -1, 1}}, 583}
{{{1, 1, -1, -1}, {-1, 1, 0, -1}, {-1, -1, 1, 1}}, 584}
{{{1, 1, 1, -1}, {-1, 1, 1, 0}, {0, 1, 1, 0}}, 585}
{{{1, 1, -1, -1}, {1, 1, 0, -1}, {-1, -1, 1, 1}}, 586}
{{{-1, 1, 1, 1}, {1, 0, 1, -1}, {0, 0, 1, -1}}, 587}
{{{1, 0, 1, 1}, {-1, 0, 0, 1}, {0, -1, -1, 1}}, 588}
{{{0, 0, 1, -1}, {0, 1, 0, 1}, {1, 0, 0, 0}}, 589}
{{{-1, 0, -1, 1}, {0, 0, 1, -1}, {-1, 0, 1, -1}}, 590}
{{{-1, -1, 0, 1}, {-1, 0, 0, 0}, {-1, -1, 1, 1}}, 591}
{{{1, 1, 1, 0}, {1, 0, 0, 1}, {0, 1, -1, 1}}, 592}
